ID,Puzzle,Difficulty
301,...7....1.7.6.5.2.9.1......3.....5...6.5...8.4......6...89.4..6.....3...5...7.3.4,2.6
302,.8........6..295...2.536.1.3....1..5......47.7.6...9.......5..3..9.........6.41..,2.6
303,95.............6...84.537......79..5....8....1.26....7........45...96.2.......36.,2.6
304,..6..1...9.7...2.1.4.2..9.6..31.84.......9.37.7..4.......4.2.9.....13.24....8....,2.6
305,..2..9.....741..8.6............3487..2.6...4.1.....2....87...93.......6.3..8..42.,2.6
306,.98..6.2.....1..47....4.5....1..4.7..7.2..9..6...7......6........3.6...5...4.5.1.,2.6
307,....5........619.3...9....81...4....3....517..5...7.42..84.32....72......61......,2.6
308,.6.79..1.1...5.3...5.....6...9.32...7....59.86.......3.82.....1.......4.....63...,2.6
309,94..3.8.....2.8.........3..1.534..9.....1.....38..74....4.2....39...1..56...7...9,2.6
310,....9.58......3.49....4..1...1..485...7......6...82....85...2...3.6.5.........19.,2.6
311,....3...1....7283.3.2..5.9..8.........61..35.....97....24......6.....7..75...84..,2.6
312,..865.4....7...3....5..7..9.4.8.15..1..7..9..2......7....5...38....2........3....,2.6
313,...41...5.8..3..21.4...2.8.3....4.....4.6..53..7...9.4.......97..6.2.........76..,2.6
314,.....8......51.2...296..3..4.7....1..5...2..4...7.............68..3.1..531.2..9..,2.6
315,..2...8.79.6.3..5......2.4..23..19.4..1.....3.4.8...7..6...5.....7.1...8....8..9.,2.6
316,.....16...97...3...157.............92..36.7....3.421..462.........4...8..........,2.6
317,...4..7..79...58.61..3.89...2.........98...6.....6...32.....4...7..1.........4..9,2.6
318,64.........3.5...75.1.3...6.8.....2....6.7..43...2.17.1.4..5..3....6....7..8.3...,2.6
319,..3.79....4......3.6.1....768.9.1.......4...9....26.7...1....2..2..3......4..75..,2.6
320,..315..9...7.4.6..4.8.....3....3....9..2..5...3.....27.1..9.......4....6..9..7.1.,2.6
321,.3.7.2..1.9.3.....7....62....754............3.....17.6.......68..1..4..22.5....1.,2.6
322,36.59....5....16....7.3.........78....8.2.9.......4.7....1....3.9...5.8.412.7....,2.6
323,.7.....5....93......82.1.....7.5..4...54...6.8.......31.2..68........9...6....31.,2.6
324,.84......1..3.96......5147...2.9.........31.2....8..6..56....4..38.........576...,2.6
325,...73.1...76.8...5.....6.2...8.59..4.6............287..92....5.......9..1..8..63.,2.6
326,7.....349.....7.1...6.2.....9....16......8..7.3.9.....1..5..9.28......7..2..9....,2.6
327,.42.8..3...8....567........2......9...7.......9.7.1..4...3.4........5.6..3..2.8.5,2.6
328,4...7....2....6.5....3.......6.....43....459.....8.3.....4..6...98..7.25.1..5...9,2.6
329,..8.......1.6..7..569..12...8...4..........51..39..46.....6..9.4.6.8.....9..5..2.,2.6
330,.....9.....16....23.....59.8..23.....23.4..8.95.....4...2.....9.4...7.1.7........,2.6
331,...9..16.6.5.37...........2.21.598.....3..4...86....1..........1.....6....9.7..53,2.6
332,.9....8..1.53...4........5....8.73......65....8......4..19..23..3...8..7...63.91.,2.6
333,.....8..98..4.2......7.5..2..25....3.19...7..5.6......6...3..7...3..14..2..8...3.,2.6
334,845...9.......1..6...5.....35.27...8.7..1...32.8.3..9...76.2.4.......7.9.3.......,2.6
335,.5.1.4.8..9..5..42....68..3...7....6.8.....2.6......9...74...3.1......545...9....,2.6
336,....65....231...5...1.4.3..7.6...2.1....8.7...9...4........61..6...2...54..5...27,2.6
337,..7..15....8....4.2..8.91...9.76.8.....1.5......9..25.84...67...6.2.........8....,2.6
338,9...2..47........2.1.8.6.9..62..19......854....83.....6..7.......3.69....4.......,2.6
339,.1.4...8....6...2.5.7.83.....4..5..9..3......7.....5.2......9.8..1.97......3.4.6.,2.6
340,1254........97..8..7..53..478....1......46..8..95......4.....36......7..5.......9,2.6
341,.6..4.8.....3...6582.......28....9541..4.........9..7.....6.1...95...3.6...9.7...,2.6
342,..5...8..9.2.....6.7.....1...86.29...6..48..5...3.5...6....748........7..3...6..9,2.6
343,..42..9.8.5...7....18....3.3......2....3......89...7....26.4...49..2...1....7...9,2.6
344,...1..2.3.83.....5...56.79..2.......84.7..9..5.7...1.......4..773..2.8....6......,2.6
345,.3..8..4.9.6..7..5...5....8...8.3.....9.1...7.5....4.......6.3.5..9.....1..2...7.,2.6
346,7.65.3....1....2...2..4......1...6...72.9...4.692...8.....648...5...8.9........3.,2.6
347,54..67..8..8.59...9..........971....2.....1...3.4....7.1...8.7........54....9...6,2.6
348,..5...........3....3..91..29..5...1...761.3....8....7...3...4.1.2.3.6.8..8...9...,2.6
349,6..5..1...1.8...5949.1..2......39....8..5..7....2.........6..4...6...3.28..4..5..,2.6
350,.6.1.3......2.......5.9....9.....25.31..........6....45..4.......9..784.2.89..5..,2.6
351,.4...971.9.1.5.........84..5..9..1.6..862.5......3..72.8.1...4.7.2...3...........,2.6
352,54..68.........2.319..2..8.6........9.......2....89.7.8..7.......1...3.......2.41,2.6
353,......8...17..8.5.....5....6...4.5.9...531...1...7..4...........3..1...6.45.6..78,2.6
354,...4.67.5...39......6.5.8..3.5.4.6...1..78.............3.8....46.....5...9.2..1.6,2.6
355,.2...5..4....2..8......15.7..137...8..72...9.....6....6......7.3...4..5..12...3..,2.6
356,9......34..3..9.......2...62.5..41..7........1..8...575..9.1..8...46......8...7..,2.6
357,.5..13.28.....4..99...8.31.7...3...........9......74....6.2..8..9.8......25..6...,2.6
358,.....56....18...5...2..........8....8..6......6.1.7..5.7...9.382187....4.5.....1.,2.6
359,..95.4....4..32.9.2.7..8.4.9.........24.7..5...34...7..1....3..8.6.....7......62.,2.6
360,...4...67.6.51..8.54...9....8..5..4..7..96.....2........3.....6....7...9....8.421,2.6
361,9..62.5..2.........5....4.1..1....83..57..2..4..9.....8.2..9....4..6...5....3..4.,2.6
362,3..18......6..972.4....69...7.2..51....5.8.3..........96......5.5....84.7.....3.6,2.6
363,.91.....67..2..3.9.....4....5..3....1.......76....5..4.4..68..1....4.9......23...,2.6
364,.9.8..5.2.72....4.15............265.4..67......6.9...7...41..7.3..7..1.......5.6.,2.6
365,7.....14...2...5....3..1...4..16..8......3......28...6.....28...78.4.6..5.....91.,2.6
366,76...8.......4...934....5...7.42...8.....93.....78.91..2....8..5...3..9.4.......2,2.6
367,.398.......8....757....1....2...815..7.9......6.........36549...1.....8.........3,2.6
368,....12..3.6.8...9..1.76..5.14......7...3....88...5....45...8...3.....9.....1.72..,2.6
369,23......44..6....7.....5.....3....957.....2....6...4...9...2.3....78......2.946..,2.6
370,..4..19....82..7......4....7.......963..9...1..18.36..4....52..3.....8.7.5.6.....,2.6
371,.7....9........16..4.981..293..7.....5...83...21.5.8...9.....1...45........29.5..,2.6
372,.8.6....2.3...1.5.7.2....3...53.7.6.....1....9.45....7......9....7.6.4....67.3...,2.6
373,98...6.....5.3..27..2...8..7.......3..6.7.......4...5..2..61.........2.51.4..9...,2.6
374,.......7..945.3..2132.......6..8....25...43.94.3..5......2....73...9......9..1...,2.6
375,6....8....5......9.437.....7....9.3....6.....5...2.4......4..6..3..6.5....2.3.84.,2.6
376,.5......216.7...4...3...91.3.....7.......1....924...6.5......8.6....8..1.4...25.6,2.6
377,..4.......2....37...93.1.8....8............645.3174.......5.7..4....3.921....2...,2.6
378,3....89..42..5...8....3.5....526...3...1.78...7...........13..48.....6...9.6.....,2.6
379,.3.......1........82..63...56.....1..8..4...5..7.8.2.9....9.52.....78....5.2..9.4,2.6
380,....8.........167.7.4.....5......9389...2.....5..6...18.7.14...4...3.....1...2.5.,2.6
381,5.2........3987.2....1..8..2...4.5...1.2....3......7..8.6.1.......5.4.....5...26.,2.6
382,2..76........8..6.78...95...2....43...8....2...74........9.2.53..18....4...1..6..,2.6
383,.3..6...8....32.4.7..........91.......3.4...726....41...695...3.....6.8...5.....1,2.6
384,46.9..12..3.64....9.1.2...5.4.3....8...8....6...25..9...8......1...6...........37,2.6
385,....189..3..5....76.1...2......2..9.......5.391...7....47..9.8556........2.7.....,2.6
386,......7...9..6....6...9..288.165..4.3......7.25.3..8.....5.62......3......34.9.5.,2.6
387,..9.4.....8.6.7......9.3..6..5.1.2.........8.3.47....9.96..8..3.5.....2....4.....,2.6
388,4..6..57..3...7.8.2....4...1..42.965.....58...6.....2.5..........3.91......7.....,2.6
389,..6.2.5...2.9..6..4.95....3......2......5.864...7..15...2..7.8.9.1.3....6...4....,2.6
390,.3...8.5.6...9..3..8.1.4......3...1.......9..5...8....9.......1..6..134.2.3...7..,2.6
391,.2..4....3....1....6......1.8....6..4..2...9....675.1...9..27.8...5.......479..5.,2.6
392,......3...71..2..5..286...9.....4...........26...1.87..581.........9.5......3...1,2.6
393,.7....2..4.....93.3..86.....28...6....36.289..9..4.7....4...3..96..53.....72.....,2.6
394,.7......56....89...91.6........91.47....8.5.27.........4.3..6....9..2......65....,2.6
395,......36.4.9.6...........28..1..8..29..24.6..3..5......37...2.....1.9.4.1.......3,2.6
396,.3....27....5.1..49......8.7.....8.5..8..2....4..1...6.8...74.........623..9.....,2.6
397,...37........6298.9.65.......2.1.6.....8...1.6.97.....4.....5....5...82.8...5..7.,2.6
398,8..4.2.........31..391.............612.....9..785.6..1.....74.9..7.....8.4.....5.,2.6
399,.78........13..9..2...7...17....34..5.3.4..9.....16.5....9...2...7...58..8.....14,2.6
400,6.5....2.837.......2..3...5....4.16..8..5......2.1..5771.2.4...4......8.....7...1,2.6
401,5..1..6...2........18.47.....5..3......81..9......64.3.4239...7.8.5..1...........,2.6
402,5...7..3...61.598.8....6...2.8...1.......8.9.1....37....1......6...5...7....6.5.3,2.6
403,5...61..8.3.9...6.2.........67....4.....74..391.5...2.62..13..........54...8.....,2.6
404,36......9.8..1..........4.7.5..2.1.429.........6375.......49...9.1...8..........3,2.6
405,.5.4.9........3..7...817..2.....49..7..9...4.3..2..6....5.6.....7.....1..42......,2.6
406,1...4......5..1....24.9..3......51....6...98.28......4......6.2...8...4.47...65..,2.6
407,...4..7.......2.5..4.1..98...198......3..64...6......59...2....586.3.2.9..7...8..,2.6
408,.3...158...1.234...........16...8..2.........85...4.3..1694.8...........5.9...7..,2.6
409,814..5.7...6.9..3..9.7....46.5..972......71.3..............498.2...6......985....,2.6
410,..6.4..2....7.6.5..5.2...1..1...8.6...9...3.86..5........4..2..7.3.....9.95.6....,2.6
411,..8..71..........8.938..4.2....76...13......9..2.5.....754...1.8.9....5..4.......,2.6
412,4...6.....7.8....45......798.1...6..2.......1...4...9..39.2.....2.....1....9.3..2,2.6
413,.....5...86.9..43.5..4...916........7.....3...1...2..9.4.76.1.2..8.......7...8..4,2.6
414,......58....3..9...2...9...7...4..354..1...7......51.6.82..7....1.83.6..57.......,2.6
415,...6...871........48....36..3...9.......2.7.......5948.....7...71...2.3..43156...,2.6
416,.....31.....82...739..4....75...4..8........6..17........1..8...4...7.92.2..5....,2.6
417,3....5.6.1..27.4...67......6.3.......9..1.....2.4.9....1..2.58.........7238....14,2.6
418,6.8...5..9...1....4..8.2........5816..924.3.....18..........47..3.92..........6..,2.6
419,.4.....35.2.3.1.....5...6.....67.2.37....9.4..8...2....63..4.....4.2.5.9...1.....,2.6
420,.....47...42.8..69.3.1...5..6...1.7...7.4.3.....6.7.9...42.5...1.....243.........,2.6
421,6...1.....2..93.51......3.79....2..5...84.7....2.56....36..5...8........57.4...2.,2.6
422,2.3..9......176...1...3.8............6.....545.9.....6..83..2.....462.7....7...1.,2.6
423,...8....9....37.45.5.....37..7.98.2..........81...43..165........82.5...2......7.,2.6
424,.87.95.....548.....3....4....9.5.7....47..63........85....3...6.9...8....1.5..3.2,2.6
425,....63..7....271...2.........745....38....6.........89....9...285...1.7...4....5.,2.6
426,.6.............7.2...78...55.82....73...1..9....9...4.8.1............3..9..453...,2.6
427,4..8..5..92..5.......1...2......1.9..9.4..7.251..9....6..........8..3.7..57...4..,2.6
428,.......7.5...2..9.12.9.......6..1.3.8...9...63.4.8.......7.6.2.....3...5.8.5..74.,2.6
429,5......2..6...19...98.....5..3...2.9..........8..6975....38.5.2..29...4......4.8.,2.6
430,2.......9..82.....3...56......31........9...8..16.7...43..7....5....16.7.7.5...3.,2.6
431,...........1...5983..4.5.6758......3...3.2.8..2......6....6.9..6......2....9.7..1,2.6
432,...5..6...9..6..2..6..8...7.8..5..3...9...7...56.4.2....27..4........3....42...51,2.6
433,..1........8.5..6..2.1.8.7.5...8.79...2...6...8..3..2.....4...73..9..4....57....9,2.6
434,1...2.3...9.3....8..38..6....6..8..4..1......47....2.9..9..2...2..67.......4..1..,2.6
435,481...26........1.....5.8.72..5........643...6...9...1.4...53...1.8.......5..6..8,2.6
436,7..8..6....6...14...9.....8....69..........2...27189....46.2....981.3...5...4....,2.6
437,..4....21....53.4..5.....6..9.13...5.....7.13.....9..4.3..7....8..2.4............,2.6
438,8.43....7...75..49....1..6......85..2.......313.....9.48.1....2.6.........2..7...,2.6
439,.9...1..6....6........7.1..4..928...1.......8..2..43..53..4.6..2.4..5.....7....5.,2.6
440,...6......9.3..81...5.41.9.3.249..7.4.91....37....8....7....6.9...7.4..5....6....,2.6
441,.32..8..7..9....1.7...5.3...7..2...6...38....8..5....13.......4..6...5..18...76..,2.6
442,....8.2.33.8..4....6....4.....96..2...25..16..5.4....8.......9.826.9...54..6.....,2.6
443,..9..5.73.......1..6.1.2.8.6..31........5.4.2.38.........8..3..7...2..4..1..7...5,2.6
444,..8......9....4......8..3.6..3.42..54...6.29.8..1..4..7.......9..2...573...2.....,2.6
445,3...5..1....8.7.3.2....169.9..16.2....1....68..4............425....29......7.....,2.6
446,...695.........2...47.1......27...5..6..43....8..2.9.....8..5....3.5..2..91....74,2.6
447,6.....5...53...187....1..2..6.1....8..1.67...5...3...9.4...827.....75....8.......,2.6
448,.....6..883.7...591...39......6...2..745.....6...4.....1.....872......3.9.....4..,2.6
449,..92......1....7..3..9...6........7..2834.5..4....6.38..3.2.....8..59...9.54.....,2.6
450,...9..87.........517....2..5.....6..4...27...29..3.....5..829.1........7.8.3.1...,2.6
451,.3.1...76..695......1......3....8...5..61.......7....49.....1...2...4.87.4.....9.,2.6
452,..26.3.........5..6....429..8.9..3...1.....2.976..58...6.4.......81...7....8..9.3,2.6
453,.4.79..1.....3..8.......4.2.8....5..16.2.....3....8..72.94..3..53............9.6.,2.6
454,....8..2.6.45.2...8..4..1....2.....7...7...3.....94..854...76.2..91...5..3.......,2.6
455,.....49.1.8.....7....3..86.....3....8.5..1...93.5......7.4.2.8.1.475.....9......5,2.6
456,..38.1.9.....4...61.89...........3..7......4..2.4...653....6...6..28.5....1.7....,2.6
457,29.4.71.........276.1......4..1...6......8..9...6....4....5...6.4..2...39..8..7..,2.7
458,..7.5...4.8.4.1...9.38.....36.5.8.4.....3...5.....4.9.6..7..43.7.........39....67,2.7
459,73......1.4..8..2..9....6.8.....62...6.1.5..71.3.........29.......3..14...57.....,2.7
460,.2..3..769..........46......85.7.......19...44....2........89.1.9....82...3..16..,2.7
461,6.7.4...5.1.6....7..4.2.1......3.8........5.2..6.8.....7....4..9..4..2.1..2....8.,2.7
462,...2.....6....7.957.2189.....9..1.24........8.1.....5..63.1...7..78.....4........,2.7
463,.......5.3.9...2..4....5.76.74..6..35....4......31........9...1.2.43.....4.5.1...,2.7
464,.2...4.89.17....2.6..7.2.....8.....19...45.6..5.9.....5.....3....126............7,2.7
465,.7..4....4....168..2.56........5..34.3..2.8.6..5...2.........1....4..5.85139.....,2.7
466,6.38..1...7....8.5...62..9......6.....51...3..1....5..4.9.18.....2.......5...79..,2.7
467,...3..........2..13861.54...6.84....9..2..6....1..........3459...4...3.72........,2.7
468,.5...........8.7..92..53.......6..31..........9.5..4..7.......3.48.3..2...2..1.75,2.7
469,...39..7.4....716.7.2.....3..4.8..3..1..4.2.....53...9.........5....6....8..5...6,2.7
470,..2..694..9....8.21....2......21....9.....71.37..4....5.......7..4.3.......8....6,2.7
471,..2.9.5...58...1..4.78.....2...348.........5.1..9...73...38...9.....2...6...4..3.,2.7
472,7.2.......394..7.......63.5.....8..4...3.487....275...82....5..6.......3..1..2.4.,2.7
473,4....2..6..9...37....6..54..43.6.....2...3....8..5...1.6..41.97..29...........16.,2.7
474,...1.4.68.....2...6....54.3...8....4..95.....3.....6.1........7.5..9..8.9276..3..,2.7
475,59.8.1........4..94...3.6.....4...2....3.8....41.....7.7.2..1..2....7.4...6.....5,2.7
476,5.1......67...4.3......1...8.4.....9......5....96.3.2.......1..94.3..8...8.7...5.,2.7
477,....34..1.......2.....8.9.5942..53....13............1.278........4..98..53..2...4,2.7
478,62..3..1....8..2...9....5..9..........47...5..5.....4.....4.72...3.1.....15..6..9,2.7
479,....95..2......4.3.2.....5.8...56.4....7.2.61...1..7..18..2.....4....1..73......5,2.7
480,........2...3.7......4...6..7..5.........8..154.....7.7..5......2..81..99.173..8.,2.7
481,..67..3..25.4.1.....4.3....8.261...4..............869..7.1....3......5........2.8,2.7
482,..4.1.......9...6.8...529..7....64.5.9...8.......2.6.1..25.1.........71...72.....,2.7
483,..........2.58.1.6..1..9.5....7....94.53.......6..8.34..49.3..8.3...7.9......6...,2.7
484,....2....4..1...6.9..58.....1.4..7..83......5..9.1..2.....9.1...62...4.9.......72,2.7
485,.92...5.4..36......4.....2.5..31..9......9.....4.76.8..1..9.3..8......6......82..,2.7
486,.3..9........2.5..9.5..18...2.4..6.9....36.....1..5..8......2.43......1..7..8....,2.7
487,6...5.3.....6..97...73....8.3.7...2.....2...4.79..36..7.58.......4...8.....2.....,2.7
488,..79...4...1.2.69.....4...79..1.3.6...826.7...7...42...96...47.5.......6.......1.,2.7
489,4.6...17..1....4...5.....8.....7.6....5.....2....35.....4.192..1.3..8..9.9.7.6...,2.7
490,.9..........9.67.84..51..2..4..7.2.....6...4.62...4.....3.....7....589..7.......1,2.7
491,..7.....32....1.6...948.1...3...7..9.....354.....9..381.......2.762....4..4......,2.7
492,2.4.6..1776.........8...9.6...2...3.12.7.6..8....89.....1..5...5...4.2..4......8.,2.7
493,.8.....71.6.5......74.9...29..8.3................6..8..9.6..4..1..47....6.3..9..7,2.7
494,.3..7..9......8..5...........87...6.91..3....5.4..........4...2..69.1.3...1.5.8..,2.7
495,7.5.........6...9.462......6...1..3.9..3..2....385..69.....19....8.3.4.........51,2.7
496,...5....2..3...9...4.3....72...8..4...51...796.....3....6.9...58.......44.....2..,2.7
497,...6....9.1.37.6..7...........2.1..........2.98...65..4........5.6.8..7....7..43.,2.7
498,58.6.....1....279.9..17...........4........16....5...37.482.9....9..7.5...5.6....,2.7
499,.35..............1..8319..2....8........24.9....6..7.3..32...86.9.8...1..5..3....,2.7
500,7...84..1..4...3.8..1..54...896....2..7......36...7....5.7.16.......9.......3.5..,2.7
501,...1..6..682..5.....7..9........62432.....1.6..8....7...1.....435...7.2..76.1....,2.7
